30,30,12,5,1,1,n,n
31,29,9,4,1,1,n,n
32,28,9,6,1,1,n,n
33,27,4,13,1,2,c,n
31,29,14,14,1,1,n,n
31,29,5,4,1,1,n,n
32,28,4,2,5,2,n,c
37,23,5,4,1,1,n,n
38,22,5,11,1,1,n,n
37,23,6,14,5,1,n,d
38,22,6,7,1,1,n,n
37,23,2,9,1,2,d,n
36,24,4,12,1,2,d,n
35,25,4,7,1,2,d,n
34,26,4,2,5,2,n,c
39,21,6,5,1,1,n,n
40,20,5,14,1,1,n,n
39,21,2,3,1,2,c,n
37,23,14,14,1,1,n,n
37,23,3,13,1,2,d,n
36,24,11,10,1,1,n,n
37,23,12,9,1,1,n,n
38,22,6,12,1,1,n,n
37,23,9,12,1,1,n,n
36,24,7,14,5,1,n,d
37,23,3,2,5,2,n,c
42,18,4,3,1,2,c,n
44,16,4,14,1,2,d,n
43,17,4,7,1,2,d,n
42,18,7,13,1,1,n,n
41,19,7,2,5,1,n,d
42,18,6,14,1,1,n,n
41,19,12,5,1,1,n,n
42,18,7,11,1,1,n,n
41,19,14,13,1,1,n,n
42,18,13,2,5,1,n,d
43,17,2,6,1,2,d,n
42,18,8,9,1,1,n,n
41,19,9,5,1,1,n,n
42,18,3,2,5,2,n,c
47,13,10,11,1,1,n,n
46,14,2,5,1,2,d,n
45,15,7,13,1,1,n,n
44,16,7,8,1,1,n,n
43,17,2,8,1,2,d,n
42,18,7,6,1,1,n,n
43,17,3,8,1,2,d,n
42,18,11,11,1,1,n,n
42,18,3,8,1,2,d,n
41,19,6,6,1,1,n,n
41,19,6,2,5,1,n,d
42,18,14,8,1,1,n,n
43,17,2,8,1,2,d,n
42,18,8,10,1,1,n,n
41,19,14,7,1,1,n,n
42,18,6,3,1,1,n,n
43,17,13,12,1,1,n,n
44,16,9,8,1,1,n,n
45,15,2,4,1,2,d,n
44,16,9,9,1,1,n,n
44,16,5,6,1,1,n,n
43,17,12,7,1,1,n,n
44,16,4,7,1,2,d,n
43,17,3,10,1,2,d,n
42,18,12,13,1,1,n,n
41,19,9,2,5,1,n,d
42,18,10,12,1,1,n,n
41,19,8,13,1,1,n,n
40,20,8,6,1,1,n,n
41,19,5,5,1,1,n,n
41,19,13,4,1,1,n,n
42,18,4,10,1,2,d,n
41,19,10,2,5,1,n,d
42,18,12,3,1,1,n,n
43,17,9,12,1,1,n,n
42,18,6,3,1,1,n,n
43,17,10,5,1,1,n,n
44,16,7,14,1,1,n,n
43,17,9,9,1,1,n,n
43,17,11,14,1,1,n,n
42,18,3,11,1,2,d,n
41,19,9,12,1,1,n,n
40,20,8,14,5,1,n,d
41,19,8,6,1,1,n,n
42,18,7,5,1,1,n,n
43,17,7,4,1,1,n,n
44,16,8,4,1,1,n,n
45,15,5,5,1,1,n,n
45,15,11,7,1,1,n,n
46,14,11,11,1,1,n,n
46,14,9,12,1,1,n,n
45,15,7,8,1,1,n,n
44,16,10,9,1,1,n,n
45,15,7,12,1,1,n,n
44,16,9,5,1,1,n,n
45,15,3,14,1,2,d,n
44,16,5,2,5,1,n,d
45,15,6,4,1,1,n,n
46,14,3,3,1,2,c,n
46,14,6,8,1,1,n,n
45,15,10,12,1,1,n,n
44,16,4,6,1,2,d,n
43,17,14,8,1,1,n,n
44,16,4,11,1,2,d,n
43,17,11,12,1,1,n,n
42,18,4,14,5,2,n,d
44,16,5,2,5,1,n,d
45,15,13,12,1,1,n,n
46,14,2,7,1,2,d,n
45,15,10,2,5,1,n,d
46,14,4,8,1,2,d,n
45,15,5,7,1,1,n,n
44,16,7,11,1,1,n,n
43,17,12,13,1,1,n,n
42,18,12,4,1,1,n,n
43,17,6,14,1,1,n,n
42,18,11,10,1,1,n,n
43,17,9,13,1,1,n,n
42,18,6,2,5,1,n,d
43,17,9,8,1,1,n,n
44,16,10,10,1,1,n,n
44,16,9,8,1,1,n,n
45,15,5,14,1,1,n,n
44,16,12,3,1,1,n,n
45,15,8,4,1,1,n,n
46,14,5,10,1,1,n,n
45,15,9,4,1,1,n,n
46,14,5,12,1,1,n,n
45,15,12,11,1,1,n,n
46,14,8,14,5,1,n,d
47,13,4,11,1,2,d,n
46,14,12,8,1,1,n,n
47,13,4,7,1,2,d,n
46,14,6,6,1,1,n,n
46,14,7,2,5,1,n,d
47,13,14,4,1,1,n,n
48,12,6,10,1,1,n,n
47,13,11,4,1,1,n,n
48,12,8,13,1,1,n,n
47,13,4,5,1,2,d,n
46,14,6,3,1,1,n,n
47,13,7,13,1,1,n,n
46,14,8,14,5,1,n,d
47,13,5,5,1,1,n,n
47,13,6,5,1,1,n,n
48,12,10,12,1,1,n,n
47,13,2,8,1,2,d,n
46,14,3,4,1,2,d,n
45,15,3,2,5,2,n,c
50,10,13,11,1,1,n,n
51,9,4,9,1,2,d,n
50,10,2,6,1,2,d,n
49,11,11,10,1,1,n,n
50,10,8,3,1,1,n,n
51,9,12,13,1,1,n,n
50,10,5,10,1,1,n,n
49,11,12,3,1,1,n,n
50,10,10,5,1,1,n,n
51,9,6,12,1,1,n,n
50,10,6,5,1,1,n,n
51,9,11,12,1,1,n,n
50,10,14,2,5,1,n,d
51,9,13,8,1,1,n,n
52,8,7,3,1,1,n,n
53,7,11,2,5,1,n,d
54,6,6,7,1,1,n,n
53,7,3,11,1,2,d,n
52,8,3,10,1,2,d,n
51,9,3,7,1,2,d,n
50,10,12,11,1,1,n,n
51,9,2,9,1,2,d,n
50,10,6,9,1,1,n,n
49,11,14,9,1,1,n,n
50,10,12,4,1,1,n,n
51,9,14,3,1,1,n,n
52,8,9,4,1,1,n,n
53,7,2,2,5,2,n,c
53,7,8,12,1,1,n,n
52,8,10,13,1,1,n,n
51,9,11,4,1,1,n,n
52,8,4,14,5,2,n,d
54,6,5,9,1,1,n,n
53,7,14,10,1,1,n,n
54,6,13,4,1,1,n,n
55,5,7,12,1,1,n,n
54,6,7,6,1,1,n,n
55,5,6,9,1,1,n,n
54,6,4,9,1,2,d,n
53,7,11,3,1,1,n,n
54,6,3,11,1,2,d,n
53,7,6,5,1,1,n,n
54,6,5,11,1,1,n,n
53,7,6,9,1,1,n,n
52,8,14,5,1,1,n,n
53,7,9,11,1,1,n,n
52,8,10,11,1,1,n,n
51,9,3,14,5,2,n,c
46,14,5,8,1,1,n,n
45,15,10,5,1,1,n,n
46,14,9,5,1,1,n,n
47,13,6,12,1,1,n,n
46,14,4,8,1,2,d,n
