30,30,11,5,2,1,n,d
31,29,10,4,1,1,n,n
32,28,13,8,2,1,n,d
33,27,3,13,1,2,d,n
32,28,14,11,1,1,n,n
33,27,10,11,1,1,n,n
32,28,4,11,1,2,d,n
31,29,4,6,2,2,n,n
29,31,12,10,1,1,n,n
30,30,5,7,2,1,n,c
28,32,6,3,1,1,n,n
29,31,5,7,2,1,n,c
27,33,3,9,2,2,n,n
25,35,12,13,1,1,n,n
24,36,12,14,1,1,n,n
23,37,14,6,2,1,n,d
24,36,14,2,5,1,n,d
25,35,4,13,1,2,d,n
24,36,4,6,2,2,n,n
22,38,3,6,2,2,n,n
20,40,8,7,2,1,n,d
21,39,9,5,2,1,n,d
22,38,2,11,1,2,d,n
21,39,5,13,1,1,n,n
20,40,13,12,1,1,n,n
21,39,7,9,2,1,n,d
22,38,3,6,2,2,n,n
20,40,2,8,2,2,n,n
18,42,3,4,5,2,n,d
20,40,2,6,2,2,n,n
18,42,3,10,1,2,d,n
17,43,10,8,2,1,n,d
18,42,2,9,2,2,n,n
16,44,12,10,1,1,n,n
17,43,6,4,5,1,n,d
18,42,6,10,1,1,n,n
17,43,2,4,1,2,d,n
16,44,11,12,1,1,n,n
15,45,10,12,1,1,n,n
14,46,2,14,1,2,d,n
13,47,12,7,2,1,n,d
14,46,11,10,1,1,n,n
15,45,7,2,5,1,n,d
16,44,2,6,2,2,n,n
14,46,14,5,2,1,n,d
15,45,7,10,1,1,n,n
14,46,10,4,5,1,n,d
15,45,4,14,5,2,n,c
10,50,8,14,5,1,n,d
11,49,9,7,2,1,n,d
12,48,8,13,5,1,n,d
13,47,3,14,1,2,d,n
12,48,13,8,2,1,n,d
13,47,8,2,1,1,n,n
14,46,9,8,2,1,n,d
15,45,11,5,2,1,n,d
16,44,14,11,1,1,n,n
17,43,5,11,1,1,n,n
16,44,8,3,1,1,n,n
17,43,14,13,1,1,n,n
18,42,11,2,5,1,n,d
19,41,14,5,2,1,n,d
20,40,3,14,1,2,d,n
19,41,13,10,1,1,n,n
20,40,10,12,1,1,n,n
19,41,14,11,1,1,n,n
20,40,12,10,1,1,n,n
21,39,4,13,1,2,d,n
20,40,10,12,5,1,n,d
21,39,14,5,2,1,n,d
22,38,2,5,2,2,n,n
20,40,3,8,2,2,n,n
18,42,6,7,2,1,n,c
16,44,9,4,5,1,n,d
17,43,12,11,1,1,n,n
18,42,4,13,1,2,d,n
17,43,12,5,2,1,n,d
18,42,14,2,5,1,n,d
19,41,9,3,5,1,n,d
20,40,4,8,2,2,n,n
18,42,8,3,1,1,n,n
19,41,4,5,2,2,n,n
17,43,5,14,1,1,n,n
16,44,14,9,2,1,n,d
17,43,2,11,1,2,d,n
16,44,7,13,1,1,n,n
15,45,5,11,1,1,n,n
14,46,2,3,5,2,n,c
9,51,3,8,2,2,n,n
7,53,12,8,2,1,n,d
8,52,2,5,2,2,n,n
6,54,6,12,1,1,n,n
5,55,6,5,2,1,n,c
7,53,12,2,5,1,n,d
8,52,9,5,2,1,n,d
9,51,10,7,2,1,n,d
10,50,8,3,1,1,n,n
11,49,12,2,1,1,n,n
12,48,3,6,2,2,n,n
10,50,11,9,2,1,n,d
11,49,8,13,1,1,n,n
10,50,14,10,1,1,n,n
11,49,11,8,2,1,n,d
12,48,13,7,2,1,n,d
13,47,14,8,2,1,n,d
14,46,5,11,1,1,n,n
13,47,10,6,2,1,n,d
14,46,11,10,1,1,n,n
15,45,14,3,5,1,n,d
16,44,3,10,1,2,d,n
15,45,12,11,1,1,n,n
16,44,14,8,2,1,n,d
17,43,2,2,5,2,n,c
17,43,3,6,2,2,n,n
15,45,5,14,1,1,n,n
14,46,14,4,1,1,n,n
15,45,3,5,2,2,n,n
13,47,2,11,1,2,d,n
12,48,10,14,1,1,n,n
11,49,13,13,1,1,n,n
11,49,4,14,1,2,d,n
10,50,13,5,2,1,n,d
11,49,3,8,2,2,n,n
9,51,6,14,1,1,n,n
8,52,7,14,1,1,n,n
7,53,10,2,5,1,n,d
8,52,8,7,2,1,n,d
9,51,12,8,2,1,n,d
10,50,10,6,2,1,n,d
