30,30,7,6,2,1,n,c
32,28,8,13,5,1,n,c
27,33,3,11,1,2,d,n
26,34,13,5,2,1,n,d
27,33,5,3,5,1,n,c
32,28,9,12,1,1,n,n
31,29,5,14,1,1,n,n
30,30,6,14,5,1,n,c
25,35,13,8,2,1,n,d
26,34,14,9,2,1,n,d
27,33,9,14,5,1,n,c
22,38,5,11,1,1,n,n
21,39,6,8,2,1,n,c
19,41,10,9,2,1,n,d
20,40,5,9,2,1,n,c
18,42,10,8,2,1,n,d
19,41,6,6,2,1,n,c
19,41,14,14,1,1,n,n
19,41,7,6,2,1,n,c
21,39,12,7,2,1,n,d
22,38,14,6,2,1,n,d
23,37,3,14,1,2,d,n
22,38,7,2,1,1,n,n
23,37,13,8,2,1,n,d
24,36,7,14,5,1,n,c
19,41,5,4,5,1,n,c
24,36,9,6,2,1,n,d
25,35,14,11,1,1,n,n
26,34,13,9,2,1,n,d
27,33,8,13,1,1,n,n
26,34,9,7,2,1,n,d
27,33,6,12,1,1,n,n
26,34,13,11,1,1,n,n
27,33,14,3,1,1,n,n
28,32,12,10,1,1,n,n
29,31,2,14,5,2,n,c
34,26,7,12,1,1,n,n
33,27,10,3,1,1,n,n
34,26,8,10,1,1,n,n
33,27,11,11,1,1,n,n
33,27,10,4,5,1,n,c
38,22,14,2,1,1,n,n
37,23,11,7,2,1,n,d
38,22,2,8,2,2,n,n
36,24,2,5,2,2,n,n
34,26,14,14,1,1,n,n
34,26,5,14,1,1,n,n
33,27,12,7,2,1,n,d
34,26,2,3,5,2,n,c
29,31,10,2,5,1,n,c
34,26,12,3,5,1,n,d
35,25,2,6,2,2,n,n
33,27,9,7,2,1,n,d
34,26,14,11,1,1,n,n
35,25,3,9,2,2,n,n
33,27,2,14,1,2,c,n
35,25,10,12,1,1,n,n
34,26,14,4,5,1,n,d
35,25,9,5,2,1,n,d
36,24,9,13,5,1,n,d
37,23,13,6,2,1,n,d
38,22,12,13,5,1,n,d
39,21,5,13,1,1,n,n
38,22,9,10,1,1,n,n
37,23,2,8,2,2,n,n
35,25,7,6,2,1,n,c
37,23,9,13,1,1,n,n
36,24,2,14,5,2,n,c
41,19,14,2,5,1,n,d
42,18,11,3,1,1,n,n
43,17,6,6,2,1,n,c
43,17,13,4,5,1,n,d
44,16,7,10,1,1,n,n
43,17,9,14,5,1,n,d
44,16,12,14,1,1,n,n
43,17,10,12,5,1,n,d
44,16,9,7,2,1,n,d
45,15,4,8,2,2,n,n
43,17,2,11,1,2,d,n
42,18,2,9,2,2,n,n
40,20,11,13,1,1,n,n
39,21,13,9,2,1,n,d
40,20,11,13,1,1,n,n
39,21,4,2,5,2,n,c
44,16,2,14,1,2,c,n
46,14,11,6,2,1,n,d
47,13,10,7,2,1,n,d
48,12,9,10,1,1,n,n
47,13,11,4,5,1,n,d
48,12,5,2,5,1,n,c
53,7,9,12,1,1,n,n
52,8,7,11,1,1,n,n
51,9,14,2,5,1,n,d
52,8,4,12,1,2,d,n
51,9,13,6,2,1,n,d
52,8,13,2,5,1,n,d
53,7,13,7,2,1,n,d
54,6,6,8,2,1,n,c
52,8,11,11,1,1,n,n
52,8,14,14,1,1,n,n
52,8,3,14,1,2,c,n
50,10,11,8,2,1,n,d
51,9,12,6,2,1,n,d
52,8,4,2,5,2,n,c
57,3,8,3,3,1,n,c
