30,30,11,11,1,1,n,n
30,30,13,6,1,1,n,n
31,29,8,9,1,1,n,n
30,30,11,3,5,1,n,d
31,29,4,5,1,2,c,n
29,31,2,14,1,2,d,n
28,32,10,12,1,1,n,n
27,33,5,8,1,1,n,n
26,34,3,10,1,2,d,n
25,35,11,3,5,1,n,d
26,34,14,9,1,1,n,n
27,33,4,11,1,2,d,n
26,34,9,4,5,1,n,d
27,33,8,2,5,1,n,d
28,32,12,14,1,1,n,n
27,33,7,9,1,1,n,n
26,34,13,12,1,1,n,n
27,33,7,11,1,1,n,n
26,34,10,3,5,1,n,d
27,33,3,12,1,2,d,n
26,34,8,9,1,1,n,n
25,35,13,13,5,1,n,d
26,34,7,13,1,1,n,n
25,35,10,13,5,1,n,d
26,34,14,3,5,1,n,d
27,33,10,7,1,1,n,n
28,32,4,6,1,2,d,n
27,33,4,5,1,2,d,n
26,34,10,10,1,1,n,n
26,34,9,2,5,1,n,d
27,33,8,5,1,1,n,n
28,32,10,8,1,1,n,n
29,31,6,3,5,1,n,d
30,30,11,14,1,1,n,n
29,31,13,9,1,1,n,n
30,30,5,13,5,1,n,d
31,29,14,8,1,1,n,n
32,28,9,9,1,1,n,n
32,28,2,13,1,2,d,n
31,29,3,2,5,2,n,c
36,24,3,7,1,2,d,n
35,25,10,10,1,1,n,n
35,25,6,9,1,1,n,n
34,26,9,10,1,1,n,n
33,27,5,13,1,1,n,n
32,28,7,9,1,1,n,n
31,29,10,11,1,1,n,n
30,30,10,10,1,1,n,n
30,30,2,14,1,2,d,n
29,31,13,7,1,1,n,n
30,30,11,11,1,1,n,n
30,30,9,13,1,1,n,n
29,31,12,14,1,1,n,n
28,32,3,2,5,2,n,c
33,27,14,6,1,1,n,n
34,26,9,2,5,1,n,d
35,25,3,2,5,2,n,c
40,20,4,9,1,2,d,n
39,21,12,7,1,1,n,n
40,20,4,10,1,2,d,n
39,21,4,3,5,2,n,d
41,19,6,7,1,1,n,n
40,20,3,8,1,2,d,n
39,21,4,3,5,2,n,d
41,19,2,5,1,2,d,n
40,20,2,8,1,2,d,n
39,21,2,13,1,2,d,n
38,22,6,3,5,1,n,d
39,21,7,11,1,1,n,n
38,22,5,14,1,1,n,n
37,23,2,6,1,2,d,n
36,24,14,5,1,1,n,n
37,23,2,6,1,2,d,n
36,24,14,7,1,1,n,n
37,23,2,11,1,2,d,n
36,24,2,2,5,2,n,c
36,24,3,8,1,2,d,n
35,25,11,9,1,1,n,n
36,24,3,2,5,2,n,c
41,19,11,13,1,1,n,n
40,20,10,14,1,1,n,n
39,21,3,10,1,2,d,n
38,22,7,11,1,1,n,n
37,23,7,14,1,1,n,n
36,24,4,7,1,2,d,n
35,25,13,8,1,1,n,n
36,24,5,6,1,1,n,n
35,25,7,4,5,1,n,d
36,24,2,14,1,2,d,n
35,25,9,11,1,1,n,n
34,26,12,5,5,1,n,d
35,25,4,13,5,2,n,d
37,23,6,13,5,1,n,d
38,22,4,8,1,2,d,n
37,23,11,8,1,1,n,n
38,22,6,14,1,1,n,n
37,23,5,11,1,1,n,n
36,24,14,14,1,1,n,n
36,24,11,14,5,1,n,d
37,23,9,13,1,1,n,n
36,24,13,4,5,1,n,d
37,23,13,9,1,1,n,n
38,22,3,10,1,2,d,n
37,23,8,5,1,1,n,n
38,22,7,8,1,1,n,n
37,23,14,8,1,1,n,n
38,22,7,3,5,1,n,d
39,21,4,4,5,2,n,c
39,21,12,2,5,1,n,d
40,20,10,14,1,1,n,n
39,21,10,6,1,1,n,n
40,20,5,12,1,1,n,n
39,21,3,7,1,2,d,n
38,22,6,14,1,1,n,n
37,23,5,8,1,1,n,n
36,24,7,5,1,1,n,n
37,23,3,11,1,2,d,n
36,24,5,2,5,1,n,d
37,23,14,4,5,1,n,d
