30,30,12,2,5,1,n,d
31,29,5,5,1,1,n,n
31,29,5,10,1,1,n,n
30,30,14,10,1,1,n,n
31,29,12,14,1,1,n,n
30,30,12,12,1,1,n,n
30,30,4,12,1,2,d,n
29,31,8,11,1,1,n,n
28,32,2,13,5,2,n,c
23,37,8,8,1,1,n,n
23,37,8,14,5,1,n,d
24,36,10,3,5,1,n,c
29,31,6,5,1,1,n,n
30,30,6,7,1,1,n,n
29,31,14,2,5,1,n,d
30,30,14,8,1,1,n,n
31,29,11,4,5,1,n,d
32,28,11,12,1,1,n,n
31,29,7,2,5,1,n,d
32,28,11,12,1,1,n,n
31,29,11,9,1,1,n,n
32,28,11,5,1,1,n,n
33,27,2,3,5,2,n,c
28,32,8,14,1,1,n,n
27,33,8,3,5,1,n,d
28,32,14,3,5,1,n,d
29,31,10,9,1,1,n,n
30,30,14,4,5,1,n,d
31,29,13,14,5,1,n,d
32,28,8,14,1,1,n,n
31,29,9,9,1,1,n,n
31,29,5,13,1,1,n,n
30,30,6,7,1,1,n,n
29,31,7,14,1,1,n,n
28,32,13,4,5,1,n,d
29,31,3,4,5,2,n,c
24,36,8,10,1,1,n,n
23,37,10,12,1,1,n,n
22,38,5,11,1,1,n,n
21,39,14,10,1,1,n,n
22,38,11,3,5,1,n,d
23,37,11,12,1,1,n,n
22,38,6,4,5,1,n,d
23,37,14,11,1,1,n,n
24,36,4,14,1,2,d,n
23,37,6,5,1,1,n,n
24,36,4,11,1,2,d,n
23,37,13,11,1,1,n,n
24,36,9,14,1,1,n,n
23,37,4,6,1,2,d,n
22,38,6,14,1,1,n,n
21,39,6,8,1,1,n,n
20,40,14,11,1,1,n,n
21,39,12,12,1,1,n,n
21,39,6,5,1,1,n,n
22,38,12,11,1,1,n,n
23,37,6,12,1,1,n,n
22,38,6,12,1,1,n,n
21,39,7,11,1,1,n,n
20,40,9,8,1,1,n,n
21,39,6,6,1,1,n,n
21,39,5,3,5,1,n,d
22,38,11,12,1,1,n,n
21,39,5,6,1,1,n,n
20,40,8,3,5,1,n,d
21,39,14,9,1,1,n,n
22,38,3,8,1,2,d,n
21,39,10,2,5,1,n,d
22,38,11,10,1,1,n,n
23,37,2,10,1,2,d,n
22,38,14,3,5,1,n,d
23,37,10,13,5,1,n,d
24,36,3,7,1,2,d,n
23,37,14,9,1,1,n,n
24,36,8,3,5,1,n,d
25,35,7,9,1,1,n,n
24,36,7,4,5,1,n,d
25,35,13,9,1,1,n,n
26,34,6,14,1,1,n,n
25,35,2,14,1,2,d,n
24,36,11,11,1,1,n,n
24,36,7,10,1,1,n,n
23,37,10,3,5,1,n,d
24,36,12,4,5,1,n,d
25,35,3,12,1,2,d,n
24,36,8,10,1,1,n,n
23,37,6,6,1,1,n,n
23,37,11,8,1,1,n,n
24,36,9,3,5,1,n,d
25,35,14,10,1,1,n,n
26,34,6,2,5,1,n,d
27,33,8,10,1,1,n,n
26,34,11,6,5,1,n,d
27,33,5,4,5,1,n,d
28,32,8,6,5,1,n,d
29,31,4,9,1,2,d,n
28,32,12,5,5,1,n,d
29,31,2,11,1,2,d,n
28,32,8,3,5,1,n,d
29,31,8,6,1,1,n,n
30,30,2,14,1,2,d,n
29,31,10,7,1,1,n,n
30,30,9,14,5,1,n,d
31,29,3,13,1,2,d,n
30,30,14,9,1,1,n,n
31,29,6,3,5,1,n,d
32,28,4,6,1,2,d,n
31,29,8,12,1,1,n,n
30,30,11,13,1,1,n,n
29,31,10,12,1,1,n,n
28,32,5,6,1,1,n,n
27,33,13,6,1,1,n,n
28,32,8,4,5,1,n,d
29,31,9,8,1,1,n,n
30,30,4,6,1,2,d,n
29,31,13,3,5,1,n,d
30,30,8,10,1,1,n,n
29,31,4,6,1,2,d,n
28,32,3,13,1,2,d,n
27,33,7,2,5,1,n,d
28,32,11,2,5,1,n,d
29,31,6,2,5,1,n,d
30,30,9,3,5,1,n,d
31,29,8,10,1,1,n,n
30,30,4,6,1,2,d,n
29,31,14,8,1,1,n,n
30,30,11,3,5,1,n,d
31,29,11,5,1,1,n,n
32,28,4,8,1,2,d,n
31,29,14,4,5,1,n,d
32,28,12,11,1,1,n,n
33,27,8,10,1,1,n,n
32,28,7,14,1,1,n,n
31,29,14,2,5,1,n,d
32,28,12,4,5,1,n,d
33,27,12,2,5,1,n,d
34,26,14,2,5,1,n,d
35,25,6,3,5,1,n,d
36,24,6,11,1,1,n,n
35,25,9,12,1,1,n,n
34,26,2,9,1,2,d,n
33,27,2,11,1,2,d,n
32,28,8,2,5,1,n,d
33,27,3,3,5,2,n,c
33,27,2,7,1,2,d,n
32,28,10,4,5,1,n,d
33,27,7,12,1,1,n,n
32,28,2,14,1,2,d,n
31,29,2,2,5,2,n,c
31,29,13,11,1,1,n,n
32,28,4,6,1,2,d,n
31,29,11,7,1,1,n,n
32,28,12,7,1,1,n,n
33,27,6,14,1,1,n,n
32,28,8,7,1,1,n,n
33,27,10,2,5,1,n,d
34,26,4,10,1,2,d,n
33,27,11,10,1,1,n,n
